# VERSION=1.0
# NAME=Protein levels for normal Liver
# DESCRIPTION= data from the Human Protein Atlas - "Normal tissue data". Protein levels are categorized in "High", "Medium", "Low", or "Not detected". It was included all levels of confidence. Color was categorized as -1 (dark red) for "High", -0.66 (medium red) for "Medium", -0.33 (light red) for "Low", and 0 (white) for "Not detected". Only hepatocytes annotated genes were used. 13453 genes included. 22/06/2022.
# CONTACT= ONTOX UL team. lc.ladeira@uliege.be
# REFERENCE= Karlsson, Max, Cheng Zhang, Loren Méar, Wen Zhong, Andreas Digre, Borbala Katona, Evelina Sjöstedt, et al. 2021. “A Single–Cell Type Transcriptomics Map of Human Tissues.” Science Advances 7 (31): 1–10. https://doi.org/10.1126/sciadv.abh2169.
name	value	
MAP7D1	-0.33
AKT3	-0.33
RAB29	-0.33
ERI3	-0.33
PRDX1	-0.33
UTP25	-0.33
MESD	-0.33
ATF6	-0.33
CA14	-0.33
TNFAIP3	-0.33
PKD2	-0.33
UCHL3	-0.33
WDR35	-0.33
CCND2	-0.33
CCDC92	-0.33
C1orf198	-0.33
FKBP15	-0.33
RAB14	-0.33
TRIM32	-0.33
C19orf25	-0.33
FCF1	-0.33
ACYP1	-0.33
IFT43	-0.33
DNAL1	-0.33
PPP4R4	-0.33
IDE	-0.33
GPAM	-0.33
C10orf88	-0.33
WDR11	-0.33
KANSL1	-0.33
KIAA1217	-0.33
CCDC77	-0.33
SMAD9	-0.33
SERP1	-0.33
ARL1	-0.33
SOCS2	-0.33
PPP3CC	-0.33
TBX2	-0.33
TSHZ3	-0.33
PDZRN3	-0.33
B4GALT4	-0.33
PEX16	-0.33
PILRB	-0.33
RPL21	-0.33
RBBP6	-0.33
TRMT13	-0.33
GLIPR2	-0.33
CNTFR	-0.33
DDX39A	-0.33
ITIH5	-0.33
NCKAP1L	-0.33
PFDN5	-0.33
USP45	-0.33
CHPF	-0.33
FAM124B	-0.33
ENKD1	-0.33
PLCG1	-0.33
PCK1	-0.33
PAIP2B	-0.33
ABCC10	-0.33
TBCC	-0.33
MEA1	-0.33
EMC3	-0.33
UPF3B	-0.33
MIF4GD	-0.33
NT5C	-0.33
CCDC93	-0.33
ATG4C	-0.33
SNRPB	-0.33
MGME1	-0.33
TBC1D20	-0.33
ERGIC3	-0.33
TMEM53	-0.33
IRF3	-0.33
DNAJC8	-0.33
PPCS	-0.33
BEST3	-0.33
EMC1	-0.33
EPS15L1	-0.33
KLF2	-0.33
MACF1	-0.33
TUBA4A	-0.33
AAMP	-0.33
PNKD	-0.33
PPAT	-0.33
ATF4	-0.33
SMO	-0.33
MTX2	-0.33
MINDY2	-0.33
ISLR	-0.33
SPCS3	-0.33
ADCY4	-0.33
PARP2	-0.33
EAPP	-0.33
MIS18BP1	-0.33
RPS4Y1	-0.33
ERMARD	-0.33
DDA1	-0.33
MTRES1	-0.33
AFDN	-0.33
NDUFA10	-0.33
YIPF2	-0.33
ATG4D	-0.33
EIF2S3	-0.33
ZNF426	-0.33
PPIL4	-0.33
ACSS2	-0.33
EMC8	-0.33
RLIM	-0.33
ABCB7	-0.33
MRPS25	-0.33
HACL1	-0.33
KCNC3	-0.33
MGAT1	-0.33
NDFIP1	-0.33
ACAP3	-0.33
TRAF7	-0.33
GCH1	-0.33
RAF1	-0.33
EEFSEC	-0.33
ANKRD17	-0.33
GPS2	-0.33
XAF1	-0.33
VPS4A	-0.33
PTPRA	-0.33
CTNNBL1	-0.33
LPIN3	-0.33
FBXO44	-0.33
CASP9	-0.33
CHRM3	-0.33
PEMT	-0.33
SPART	-0.33
BEX1	-0.33
PLAAT2	-0.33
MBD2	-0.33
ARL8B	-0.33
EMC7	-0.33
CHIA	-0.33
PTGFRN	-0.33
CD101	-0.33
CMPK2	-0.33
IL15RA	-0.33
RBMX2	-0.33
PUM1	-0.33
BTF3L4	-0.33
TAOK3	-0.33
DTX1	-0.33
ANKRD6	-0.33
EPHA7	-0.33
GDF11	-0.33
TSPAN31	-0.33
ESPL1	-0.33
LTV1	-0.33
AFG1L	-0.33
AHI1	-0.33
TEC	-0.33
SEMA4F	-0.33
USP15	-0.33
KLHL36	-0.33
RNASEL	-0.33
MRPL44	-0.33
USP37	-0.33
DNAJB2	-0.33
EDAR	-0.33
TGFBRAP1	-0.33
C2orf49	-0.33
SLC41A2	-0.33
C7orf25	-0.33
ZDHHC4	-0.33
CIDEB	-0.33
BRIP1	-0.33
RPS6KC1	-0.33
SMPD4	-0.33
CCDC115	-0.33
CDK5RAP2	-0.33
SLC31A2	-0.33
STX17	-0.33
RNF38	-0.33
DNAJB5	-0.33
DENND4C	-0.33
RPS6	-0.33
VARS2	-0.33
ARRB1	-0.33
ANKRD42	-0.33
SDCBP	-0.33
PPP2R1B	-0.33
CASP1	-0.33
ALKBH8	-0.33
CTDSPL2	-0.33
STRA6	-0.33
ZNF280D	-0.33
GCOM1	-0.33
ARHGAP29	-0.33
IFI44	-0.33
SELENOI	-0.33
CYP1B1	-0.33
ACTR2	-0.33
CALHM2	-0.33
ANXA7	-0.33
CARF	-0.33
TMOD3	-0.33
PARP16	-0.33
UBL7	-0.33
ARHGAP24	-0.33
AP1AR	-0.33
COPS4	-0.33
SEC24B	-0.33
MAPK8IP3	-0.33
GABARAPL1	-0.33
DUSP6	-0.33
SLC46A3	-0.33
TARBP2	-0.33
CERS5	-0.33
ESD	-0.33
SETD1B	-0.33
TCF12	-0.33
BNIP2	-0.33
SCAPER	-0.33
ARRDC4	-0.33
FANCI	-0.33
NTRK3	-0.33
ARHGAP17	-0.33
CMTM3	-0.33
MEAK7	-0.33
GAS8	-0.33
MYOCD	-0.33
TOB1	-0.33
SLC14A1	-0.33
SLC13A5	-0.33
ARHGDIA	-0.33
ANAPC11	-0.33
RPTOR	-0.33
FOXK2	-0.33
TRIM65	-0.33
SMAD4	-0.33
NT5C3B	-0.33
MIEN1	-0.33
MVB12A	-0.33
HUNK	-0.33
IFNAR1	-0.33
DNMT3L	-0.33
NLRP12	-0.33
RPL11	-0.33
EVA1B	-0.33
PLK4	-0.33
HSPG2	-0.33
PRKACB	-0.33
CTTNBP2NL	-0.33
C1orf162	-0.33
TIPRL	-0.33
MRPL24	-0.33
ISG20L2	-0.33
RGL1	-0.33
ADAMTSL4	-0.33
MINDY1	-0.33
MRPL9	-0.33
TAF1A	-0.33
TPM3	-0.33
C1orf43	-0.33
HCN3	-0.33
SDE2	-0.33
CDC42BPA	-0.33
TPRKB	-0.33
SFXN5	-0.33
TEX261	-0.33
FAM171B	-0.33
ACKR3	-0.33
ANKMY1	-0.33
RETREG2	-0.33
CNOT9	-0.33
STK11IP	-0.33
ITGA9	-0.33
TMF1	-0.33
SRPRB	-0.33
SKP2	-0.33
PIK3R1	-0.33
PPIP5K2	-0.33
SLC30A5	-0.33
COMMD10	-0.33
FBXO38	-0.33
TNIP1	-0.33
FARS2	-0.33
GFRA3	-0.33
TNFRSF21	-0.33
DAAM2	-0.33
PM20D2	-0.33
TIAM2	-0.33
TRIM4	-0.33
NOM1	-0.33
SHROOM2	-0.33
SNX12	-0.33
HMBOX1	-0.33
TACC1	-0.33
NDUFB9	-0.33
CEP78	-0.33
WDR31	-0.33
SURF4	-0.33
GBGT1	-0.33
USP6NL	-0.33
PARD3	-0.33
FAM13C	-0.33
LRMDA	-0.33
ADIRF	-0.33
EIF4EBP2	-0.33
PDCD11	-0.33
PTPRJ	-0.33
JPH2	-0.33
KIAA1755	-0.33
LSM14B	-0.33
HIRIP3	-0.33
TMEM219	-0.33
DIXDC1	-0.33
NKAPD1	-0.33
FOXO1	-0.33
TWF1	-0.33
SRFBP1	-0.33
FER	-0.33
ANKRD50	-0.33
ASAP2	-0.33
CCDC122	-0.33
GUF1	-0.33
MGAT5	-0.33
HSPB8	-0.33
GEMIN6	-0.33
CYSLTR2	-0.33
PDK1	-0.33
ATG10	-0.33
NMT2	-0.33
CAMK4	-0.33
PFKM	-0.33
RAD17	-0.33
CWC27	-0.33
ASAP1	-0.33
UBALD1	-0.33
ING1	-0.33
RPIA	-0.33
CMIP	-0.33
LGI4	-0.33
PPP2R5E	-0.33
GPR15	-0.33
ABCA5	-0.33
TRIM11	-0.33
SH3RF1	-0.33
BTG3	-0.33
OTUD6B	-0.33
PI4K2A	-0.33
SAMSN1	-0.33
LARP1	-0.33
C9orf85	-0.33
MCU	-0.33
MIDEAS	-0.33
KCNMA1	-0.33
BATF	-0.33
C8orf37	-0.33
RPL30	-0.33
NTAQ1	-0.33
ZNF689	-0.33
TATDN2	-0.33
CLDN12	-0.33
MYO1E	-0.33
KCNJ15	-0.33
TAB3	-0.33
TNFRSF14	-0.33
UBXN11	-0.33
AUTS2	-0.33
MITD1	-0.33
PPP1R9A	-0.33
GPAT4	-0.33
ZSCAN12	-0.33
GART	-0.33
ADPGK	-0.33
CTBP1	-0.33
ZFYVE28	-0.33
CARMIL2	-0.33
KALRN	-0.33
RALGDS	-0.33
MCM3AP	-0.33
C9orf116	-0.33
ST6GALNAC6	-0.33
CCDC12	-0.33
ZNF394	-0.33
MAML1	-0.33
NAPEPLD	-0.33
ABCF3	-0.33
ALDH16A1	-0.33
EMC10	-0.33
PLCD3	-0.33
BICDL2	-0.33
SHANK2	-0.33
RPS6KA4	-0.33
MAGOH	-0.33
SELENON	-0.33
JAK1	-0.33
RAVER2	-0.33
LZIC	-0.33
MYSM1	-0.33
USP1	-0.33
NEXN	-0.33
NCSTN	-0.33
DENND2D	-0.33
BPNT1	-0.33
TFB2M	-0.33
PPP1R21	-0.33
MAPKAPK2	-0.33
PUS10	-0.33
DUSP19	-0.33
RNF149	-0.33
HELQ	-0.33
MRPS18C	-0.33
HIPK1	-0.33
ARPC2	-0.33
CCT3	-0.33
PPM1L	-0.33
ADAMTS9	-0.33
HESX1	-0.33
DCLK3	-0.33
IL17RC	-0.33
HPS3	-0.33
TM4SF18	-0.33
ZMYM6	-0.33
SNIP1	-0.33
HEYL	-0.33
RPL39L	-0.33
BAP1	-0.33
RFT1	-0.33
MELTF	-0.33
METAP1	-0.33
EMCN	-0.33
POC1A	-0.33
HAND2	-0.33
CEP44	-0.33
NAA15	-0.33
ANAPC10	-0.33
ADGRV1	-0.33
STARD4	-0.33
F2RL1	-0.33
CDCA7L	-0.33
FASTK	-0.33
FMC1	-0.33
LETM2	-0.33
PCDH19	-0.33
PIGA	-0.33
BRWD3	-0.33
SLC16A9	-0.33
NEMF	-0.33
ENTR1	-0.33
RET	-0.33
TRUB1	-0.33
ZFYVE1	-0.33
ISCA2	-0.33
PTER	-0.33
CEP57	-0.33
JAM3	-0.33
AMN	-0.33
BTRC	-0.33
API5	-0.33
ALKBH3	-0.33
STXBP4	-0.33
ATMIN	-0.33
NDST2	-0.33
BEX3	-0.33
PLEKHA7	-0.33
AP1G1	-0.33
CIAO2A	-0.33
NAV2	-0.33
DCTN5	-0.33
MS4A7	-0.33
SMAD3	-0.33
SGSM1	-0.33
DOLPP1	-0.33
COQ7	-0.33
HDHD2	-0.33
IRGQ	-0.33
ANKRD11	-0.33
CYP2S1	-0.33
SPINT2	-0.33
UBXN6	-0.33
NXN	-0.33
SRR	-0.33
TSR1	-0.33
OTUB1	-0.33
CD320	-0.33
MIS12	-0.33
CD300C	-0.33
SRP68	-0.33
BATF2	-0.33
DDIT4	-0.33
NT5DC2	-0.33
PCMTD1	-0.33
CX3CR1	-0.33
FILIP1L	-0.33
ING5	-0.33
ATXN2L	-0.33
TMEM223	-0.33
SLC16A4	-0.33
SEMA4C	-0.33
ABHD15	-0.33
LCMT2	-0.33
LGALS9	-0.33
FEM1B	-0.33
PARM1	-0.33
LMAN2	-0.33
HINT1	-0.33
C15orf40	-0.33
LIMS1	-0.33
AVEN	-0.33
TPST1	-0.33
BRD3	-0.33
HOXD4	-0.33
CHRNB1	-0.33
PDCD6IP	-0.33
LGALS9B	-0.33
IRF2BP1	-0.33
SOCS6	-0.33
KCNS3	-0.33
GPR37	-0.33
CHCHD7	-0.33
HTRA3	-0.33
TSEN34	-0.33
FPR2	-0.33
SOX7	-0.33
MTM1	-0.33
TADA3	-0.33
ZNF672	-0.33
CHST11	-0.33
PGAM1	-0.33
MCC	-0.33
ZNF318	-0.33
PTGER4	-0.33
BCL2L1	-0.33
CXXC5	-0.33
RPS21	-0.33
KRCC1	-0.33
C5orf34	-0.33
ZNF131	-0.33
COPRS	-0.33
TP53RK	-0.33
GNB2	-0.33
FIBP	-0.33
CHCHD1	-0.33
CES4A	-0.33
NADSYN1	-0.33
DHCR7	-0.33
COQ2	-0.33
ADCK5	-0.33
ESRRA	-0.33
ABLIM3	-0.33
PPP1R14B	-0.33
PEAK1	-0.33
RNF213	-0.33
FAM174A	-0.33
PHLDA3	-0.33
LIG4	-0.33
MRPL11	-0.33
IQCK	-0.33
BRMS1	-0.33
FAM241A	-0.33
FZD4	-0.33
DENND6A	-0.33
PTDSS2	-0.33
SH3BP5L	-0.33
SMAD2	-0.33
PPP2R2D	-0.33
RAB6A	-0.33
RPS6KB2	-0.33
MLXIP	-0.33
TTLL11	-0.33
TOMM5	-0.33
MSRA	-0.33
ETV4	-0.33
DOK7	-0.33
LYSMD3	-0.33
YES1	-0.33
ZNF135	-0.33
SYNE3	-0.33
PHLDB3	-0.33
SCN4B	-0.33
EPS8L2	-0.33
CLVS1	-0.33
PUS1	-0.33
NR2C2	-0.33
ZBTB33	-0.33
SVBP	-0.33
GRB2	-0.33
RIC8A	-0.33
BOLA1	-0.33
DALRD3	-0.33
CALML3	-0.33
MAF	-0.33
GAK	-0.33
C3orf38	-0.33
RCC2	-0.33
DPM3	-0.33
LDLRAD3	-0.33
RAD23A	-0.33
CLK3	-0.33
PCED1B	-0.33
MROH1	-0.33
FGD6	-0.33
MIGA1	-0.33
NRIP1	-0.33
PCGF5	-0.33
PSMG4	-0.33
ZNF572	-0.33
FKRP	-0.33
ZBTB2	-0.33
RNF135	-0.33
ZNF875	-0.33
AMIGO1	-0.33
ADO	-0.33
PNMA8A	-0.33
IST1	-0.33
BACE2	-0.33
YBEY	-0.33
PLCXD1	-0.33
CACNB4	-0.33
FAM104B	-0.33
LIMK2	-0.33
PAQR7	-0.33
HCAR2	-0.33
DDX28	-0.33
CNOT10	-0.33
PYCR1	-0.33
TANGO2	-0.33
TRMT12	-0.33
MRGPRX2	-0.33
TUBA8	-0.33
NUDT14	-0.33
TOB2	-0.33
TTC32	-0.33
ACTG1	-0.33
LRTOMT	-0.33
TSPYL2	-0.33
ACOT1	-0.33
SNN	-0.33
PRR16	-0.33
ANO9	-0.33
LRRC37B	-0.33
SOCS1	-0.33
ATP6V0A2	-0.33
MRPL30	-0.33
OLFML2A	-0.33
UBE2L3	-0.33
GNB1L	-0.33
SETD4	-0.33
PIP5K1C	-0.33
WWOX	-0.33
SAPCD2	-0.33
CYP4F12	-0.33
SOWAHB	-0.33
BLOC1S4	-0.33
THBS2	-0.33
CCDC30	-0.33
PCLO	-0.33
KATNA1	-0.33
ARAP1	-0.33
BCDIN3D	-0.33
PLCD1	-0.33
NAP1L1	-0.33
H1-7	-0.33
MAGI2	-0.33
HSPA14	-0.33
C17orf97	-0.33
ZKSCAN4	-0.33
C2orf88	-0.33
TCEA1	-0.33
LDLRAD2	-0.33
KLHL17	-0.33
TMPPE	-0.33
HYKK	-0.33
CHM	-0.33
CCDC9B	-0.33
NBR1	-0.33
NDOR1	-0.33
LRRK2	-0.33
ADAT2	-0.33
LITAF	-0.33
BLOC1S3	-0.33
ZKSCAN3	-0.33
KAZN	-0.33
GSPT2	-0.33
PTPRT	-0.33
IARS1	-0.33
CACNA1H	-0.33
TCF4	-0.33
SDHAF3	-0.33
EOLA2	-0.33
GMFB	-0.33
KIAA1671	-0.33
CYSRT1	-0.33
C1D	-0.33
KANK2	-0.33
DACT3	-0.33
SIPA1L1	-0.33
FAR1	-0.33
CPLANE1	-0.33
EOLA1	-0.33
PARVA	-0.33
KLHDC1	-0.33
GPAA1	-0.33
DDX42	-0.33
RPL23A	-0.33
SLC29A3	-0.33
TMEM116	-0.33
UCKL1	-0.33
ZKSCAN8	-0.33
NTRK1	-0.33
TPM2	-0.33
SH3BGRL2	-0.33
LRBA	-0.33
FAM3D	-0.33
CDC42BPB	-0.33
TMEM184B	-0.33
ZNF358	-0.33
SELENOT	-0.33
TSEN15	-0.33
CCDC152	-0.33
MT-ND1	-0.33
SPOUT1	-0.33
SGMS1	-0.33
COX20	-0.33
TATDN3	-0.33
PRR9	-0.33
EEF1AKMT2	-0.33
RPA4	-0.33
MRPL38	-0.33
HSPA1B	-0.33
CSNK2B	-0.33
ABCF1	-0.33
DDR1	-0.33
ZNF616	-0.33
CCNI2	-0.33
PDE7A	-0.33
TECPR1	-0.33
NAP1L4	-0.33
ITSN1	-0.33
PLPP6	-0.33
CEMP1	-0.33
JPT2	-0.33
HACD2	-0.33
SFT2D2	-0.33
GSTM2	-0.33
SYNJ2BP	-0.33
TMX2	-0.33
SLC35F6	-0.33
DDX47	-0.33
EMP2	-0.33
CSNK1E	-0.33
HBE1	-0.33
HBG1	-0.33
AP1G2	-0.33
TOMM6	-0.33
PEX26	-0.33
VPS16	-0.33
NPEPL1	-0.33
TENM3	-0.33
FADS3	-0.33
TRIM26	-0.33
HGH1	-0.33
ZNF853	-0.33
RGL2	-0.33
ALKBH6	-0.33
PCDHGC3	-0.33
MIF	-0.33
ARPC1A	-0.33
PI4KA	-0.33
NME2	-0.33
APOBEC3D	-0.33
ZNF512	-0.33
ETV5	-0.33
HCAR3	-0.33
CTSO	-0.33
CHURC1	-0.33
SYNJ2BP-COX16	-0.33
AL132780.3	-0.33
C15orf65	-0.33
MYZAP	-0.33
FDX2	-0.33
AC018755.2	-0.33
FAM47E-STBD1	-0.33
CFAP206	-0.33
AL592183.1	-0.33
CYFIP1	-0.33
CASTOR2	-0.33
ADRA2B	-0.33
SYNRG	-0.33
CISD3	-0.33
EXOC3L2	-0.33
AP000812.4	-0.33
ABCF2-H2BE1	-0.33
LASP1	-0.33
RBM6	-0.33
TSPOAP1	-0.33
WDR54	-0.33
TMEM132A	-0.33
SPATA20	-0.33
NOS2	-0.33
STARD3NL	-0.33
MKS1	-0.33
ELOVL5	-0.33
PGM3	-0.33
CAPN1	-0.33
BID	-0.33
NUDCD3	-0.33
CHDH	-0.33
RUFY3	-0.33
ATP1A2	-0.33
VSIG2	-0.33
NDUFS1	-0.33
BIRC3	-0.33
NCAPH2	-0.33
RANBP3	-0.33
FUT8	-0.33
VCL	-0.33
AGA	-0.33
C6	-0.33
SPDL1	-0.33
RAB27B	-0.33
DSG2	-0.33
TPR	-0.33
HEXB	-0.33
GYG2	-0.33
WNK1	-0.33
CREB3L3	-0.33
NCKAP1	-0.33
WAPL	-0.33
ABCA7	-0.33
BTBD1	-0.33
SLC9A3R2	-0.33
OAT	-0.33
TLE2	-0.33
ME1	-0.33
ELOVL1	-0.33
SP100	-0.33
ERLEC1	-0.33
ATP1B3	-0.33
NUCB2	-0.33
PFN2	-0.33
SLC44A1	-0.33
TCOF1	-0.33
SEL1L	-0.33
LIMS2	-0.33
TFRC	-0.33
DERL2	-0.33
GSDMB	-0.33
NSF	-0.33
EIF4G3	-0.33
TPD52	-0.33
PAG1	-0.33
CTTNBP2	-0.33
POLD3	-0.33
FBLN1	-0.33
TOLLIP	-0.33
LXN	-0.33
CEACAM1	-0.33
RBL1	-0.33
ARG2	-0.33
ME2	-0.33
FAT1	-0.33
ABCB1	-0.33
FOLH1	-0.33
HSD17B2	-0.33
UIMC1	-0.33
LPCAT2	-0.33
AURKA	-0.33
TPX2	-0.33
DOCK3	-0.33
GMIP	-0.33
NUDC	-0.33
CMTM6	-0.33
NLRP1	-0.33
ORC6	-0.33
SUPT16H	-0.33
CAPN3	-0.33
NUP50	-0.33
COMT	-0.33
SORBS1	-0.33
CREM	-0.33
SH3GLB1	-0.33
MACROH2A2	-0.33
SETD1A	-0.33
CEP170B	-0.33
CDHR5	-0.33
MADCAM1	-0.33
SUSD2	-0.33
MAPK1	-0.33
ESS2	-0.33
SYNGR1	-0.33
ACO2	-0.33
DDHD1	-0.33
SAMD15	-0.33
LGMN	-0.33
ZC3H14	-0.33
VRK1	-0.33
E2F1	-0.33
RPRD1B	-0.33
CHMP4B	-0.33
CST3	-0.33
MAP1LC3A	-0.33
ELF4	-0.33
GLA	-0.33
STK24	-0.33
STUB1	-0.33
CRYM	-0.33
CDIPT	-0.33
TMEM87A	-0.33
TJP1	-0.33
CPQ	-0.33
MCM4	-0.33
BNIP3L	-0.33
GYS1	-0.33
PIAS4	-0.33
SLC1A5	-0.33
TJP3	-0.33
CEACAM5	-0.33
SYNGR4	-0.33
BCAT2	-0.33
ETHE1	-0.33
CADM4	-0.33
PIK3CG	-0.33
CBLL1	-0.33
GARS1	-0.33
HSPB1	-0.33
RBM28	-0.33
CORO2A	-0.33
SPOCK2	-0.33
ASPA	-0.33
BLMH	-0.33
ALOX12	-0.33
MAP2K6	-0.33
CDR2L	-0.33
SLC2A9	-0.33
NSD2	-0.33
B3GAT1	-0.33
TRIM3	-0.33
APOA4	-0.33
CARS1	-0.33
SLC35F2	-0.33
NDUFS8	-0.33
GTF2H1	-0.33
PRPF40B	-0.33
METAP2	-0.33
SCNN1A	-0.33
TIMELESS	-0.33
ATN1	-0.33
PRKAB1	-0.33
BTN3A3	-0.33
TPD52L1	-0.33
FANCE	-0.33
QKI	-0.33
TBP	-0.33
NME5	-0.33
CERT1	-0.33
KNG1	-0.33
UPK1B	-0.33
STAM2	-0.33
GPD2	-0.33
GALNT3	-0.33
FN1	-0.33
HDLBP	-0.33
EPHA4	-0.33
WDR77	-0.33
MEF2D	-0.33
AGMAT	-0.33
KDM5B	-0.33
DR1	-0.33
CNN3	-0.33
RPS6KA1	-0.33
KMT2A	-0.33
FLVCR2	-0.33
NUP43	-0.33
ELF1	-0.33
COIL	-0.33
CSTA	-0.33
CLTA	-0.33
CALD1	-0.33
TUBA1B	-0.33
PEPD	-0.33
WRNIP1	-0.33
SDCBP2	-0.33
TMX4	-0.33
PRDX5	-0.33
KTN1	-0.33
PLEKHG3	-0.33
IDUA	-0.33
VIL1	-0.33
FOXP2	-0.33
DUT	-0.33
SUMF2	-0.33
PALLD	-0.33
BBOX1	-0.33
CDKN1C	-0.33
BST2	-0.33
CRB3	-0.33
ATP6V1E1	-0.33
ACLY	-0.33
TRIM21	-0.33
COQ3	-0.33
GRSF1	-0.33
TERF2	-0.33
ARHGEF11	-0.33
RAB25	-0.33
ACY3	-0.33
NASP	-0.33
MTUS2	-0.33
ZFC3H1	-0.33
SORT1	-0.33
NAPG	-0.33
TMEM106C	-0.33
NAV1	-0.33
NARS1	-0.33
PIWIL4	-0.33
YARS1	-0.33
CDCA8	-0.33
DSC2	-0.33
C9orf40	-0.33
HNF1A	-0.33
MAP7	-0.33
CPM	-0.33
GCC2	-0.33
FLNB	-0.33
NEK3	-0.33
CKAP2	-0.33
SUCLA2	-0.33
BZW2	-0.33
DBNL	-0.33
CALCOCO2	-0.33
DCAF7	-0.33
UGGT1	-0.33
GYPC	-0.33
TXN	-0.33
C9orf78	-0.33
TMOD1	-0.33
PRPF4	-0.33
GARNL3	-0.33
NCBP1	-0.33
CMTR1	-0.33
HMGA1	-0.33
MDC1	-0.33
NUMA1	-0.33
RDX	-0.33
RSL24D1	-0.33
DBT	-0.33
SLC3A1	-0.33
ENTPD1	-0.33
STAT4	-0.33
FGF2	-0.33
PRDM5	-0.33
G3BP2	-0.33
CENPE	-0.33
B4GALNT3	-0.33
WDR61	-0.33
FTO	-0.33
KATNB1	-0.33
NOL3	-0.33
WRAP53	-0.33
ERBB2	-0.33
DOP1B	-0.33
SLC47A1	-0.33
PGD	-0.33
CD53	-0.33
CASQ1	-0.33
MCL1	-0.33
SLC27A3	-0.33
ETNK2	-0.33
GALM	-0.33
NAT8	-0.33
GULP1	-0.33
MED12L	-0.33
VWA5B2	-0.33
ENOPH1	-0.33
EGFR	-0.33
NIPSNAP2	-0.33
CASK	-0.33
DIAPH2	-0.33
NAPRT	-0.33
MSRB2	-0.33
SLC43A1	-0.33
ARFGAP2	-0.33
TTC12	-0.33
KIRREL3	-0.33
DSN1	-0.33
PDCD4	-0.33
CNDP1	-0.33
DIP2C	-0.33
UTRN	-0.33
GGPS1	-0.33
CAST	-0.33
LPCAT1	-0.33
SPHKAP	-0.33
CACNA2D1	-0.33
TOMM70	-0.33
OBSCN	-0.33
ENAH	-0.33
GRAMD2B	-0.33
PIK3AP1	-0.33
CCT8	-0.33
SFXN2	-0.33
PCDH1	-0.33
RAB11FIP1	-0.33
MAPK13	-0.33
EXOG	-0.33
RBPMS	-0.33
C2CD2	-0.33
BABAM2	-0.33
GRHL3	-0.33
CUL4B	-0.33
CDA	-0.33
LAD1	-0.33
CIART	-0.33
PSMD4	-0.33
PDXK	-0.33
C19orf47	-0.33
ADAR	-0.33
NACC1	-0.33
RAVER1	-0.33
SYVN1	-0.33
GBP4	-0.33
KIF26B	-0.33
FCAMR	-0.33
WDR26	-0.33
NUP35	-0.33
CCDC138	-0.33
ATP1A1	-0.33
NFASC	-0.33
CDCP1	-0.33
PRKCD	-0.33
LRPAP1	-0.33
APEH	-0.33
HMGB2	-0.33
HPGD	-0.33
ITGA2	-0.33
ACSL6	-0.33
CGAS	-0.33
STXBP5	-0.33
PTTG1	-0.33
CHMP4C	-0.33
SOX17	-0.33
MICALL2	-0.33
FOXK1	-0.33
HEPACAM	-0.33
DNAAF2	-0.33
DACT1	-0.33
VDAC2	-0.33
SLC18A2	-0.33
DDX21	-0.33
CASP7	-0.33
R3HCC1L	-0.33
BRD7	-0.33
ASPG	-0.33
PPFIBP2	-0.33
B2M	-0.33
GOLM2	-0.33
YWHAB	-0.33
PDIA3	-0.33
ACSF2	-0.33
GOLGA2	-0.33
GPRC5B	-0.33
PRRT2	-0.33
GATAD2A	-0.33
TUBA1A	-0.33
CHAF1A	-0.33
TK1	-0.33
MAP4K2	-0.33
STIP1	-0.33
FEN1	-0.33
CAVIN2	-0.33
UMOD	-0.33
LRRC45	-0.33
SMAGP	-0.33
ARMC10	-0.33
FAM98B	-0.33
KSR2	-0.33
MRM3	-0.33
QARS1	-0.33
BPGM	-0.33
MANEA	-0.33
RAD9A	-0.33
GOLGB1	-0.33
MICOS10	-0.33
PLK3	-0.33
SPTBN2	-0.33
UGT8	-0.33
SLCO2A1	-0.33
CHRNA7	-0.33
TOM1L2	-0.33
CSTF3	-0.33
ANAPC2	-0.33
LMNB2	-0.33
MTHFR	-0.33
ERICH5	-0.33
IL17RA	-0.33
FLII	-0.33
PLEC	-0.33
ERBB4	-0.33
PFAS	-0.33
CALR	-0.33
ZFPM1	-0.33
PUF60	-0.33
FAM83H	-0.33
SLC35C1	-0.33
CREB3L2	-0.33
BGN	-0.33
EPHB3	-0.33
C1orf116	-0.33
CMTM4	-0.33
FAM3B	-0.33
SCFD2	-0.33
ALDH1A3	-0.33
POU6F1	-0.33
F8	-0.33
CA13	-0.33
TARS3	-0.33
DRG1	-0.33
TRDN	-0.33
ARHGAP30	-0.33
SEPTIN10	-0.33
PALM3	-0.33
MAPK12	-0.33
LAMTOR4	-0.33
FAM83G	-0.33
CC2D2B	-0.33
BCL2L15	-0.33
ENTPD8	-0.33
FHIT	-0.33
TDRD7	-0.33
SERPINA3	-0.33
XRCC6	-0.33
AFAP1	-0.33
MYO6	-0.33
HLA-DQA1	-0.33
LAMB3	-0.33
SND1	-0.33
SHPK	-0.33
SPTAN1	-0.33
OCLN	-0.33
MYO1C	-0.33
SOWAHC	-0.33
ATL1	-0.33
SLC9A6	-0.33
ZNF830	-0.33
PNP	-0.33
UBE2J1	-0.33
RASGEF1A	-0.33
DAXX	-0.33
BAG6	-0.33
SERPINB5	-0.33
APOBEC3G	-0.33
